gpu,model,held_out,kernel_name,M,N,K,dtype,op_type,gpu_time_duration_ms,target_us
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.06835,68.35
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,17408.0,5120.0,bf16,gate,0.16707,167.07
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,17408.0,5120.0,bf16,up,0.16758,167.58
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.1713,171.3
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,q_proj,0.09648,96.47999999999999
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,852.0,5120.0,bf16,k_proj,0.06611,66.11
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,v_proj,0.00797,7.97
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.00806,8.059999999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03984,39.84
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.02198,21.98
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.0224,22.4
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03936,39.36
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.0391,39.1
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03904,39.04
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01978,19.779999999999998
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02416,24.16
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.0392,39.199999999999996
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03907,39.07
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03923,39.230000000000004
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01962,19.619999999999997
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02422,24.22
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.06928,69.28
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.16707,167.07
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.16752,167.52
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.17725,177.25
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.10269,102.69
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.06797,67.97
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.0080299999999999,8.0299999999999
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.008,8.0
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.0399399999999999,39.9399999999999
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.02198,21.98
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.0224,22.4
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03958,39.58
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03923,39.230000000000004
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03939,39.39
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01946,19.46
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02416,24.16
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.0392999999999999,39.2999999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.0392999999999999,39.2999999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03946,39.46
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01971,19.709999999999997
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02435,24.35
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.07002,70.02
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.16768,167.68
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.1671699999999999,167.1699999999999
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.17117,171.17
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.09869,98.69
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.06531,65.31
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.008,8.0
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.0080299999999999,8.0299999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03984,39.84
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.02166,21.66
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.02291,22.91
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03939,39.39
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03933,39.33
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.0392599999999999,39.2599999999999
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01962,19.619999999999997
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02419,24.19
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.0392999999999999,39.2999999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03933,39.33
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03939,39.39
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01955,19.55
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02435,24.35
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.07149,71.49
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.1673,167.3
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.1671399999999999,167.1399999999999
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.1712,171.2
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,17408.0,5120.0,bf16,gate,0.11546,115.46
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,852.0,5120.0,bf16,k_proj,0.01933,19.33
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,852.0,5120.0,bf16,k_proj,0.0190399999999999,19.0399999999999
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.06883,68.83
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,17408.0,5120.0,bf16,gate,0.16784,167.83999999999997
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,17408.0,5120.0,bf16,up,0.1673,167.3
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.1689,168.9
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,q_proj,0.0993,99.3
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,852.0,5120.0,bf16,k_proj,0.06643,66.43
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,v_proj,0.0080299999999999,8.0299999999999
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.00813,8.13
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.0399399999999999,39.9399999999999
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.0223,22.3
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.02211,22.11
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03942,39.419999999999995
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.0392999999999999,39.2999999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03939,39.39
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01926,19.259999999999998
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02429,24.29
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.0392999999999999,39.2999999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03939,39.39
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03933,39.33
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01933,19.33
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.024,24.0
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.06925,69.25
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.16803,168.03
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.16701,167.01
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.17306,173.06
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5120.0,17408.0,bf16,down_proj,0.09805,98.05
A100,Qwen3.5-27B,False,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn,128.0,5112.0,5120.0,bf16,o_proj,0.06883,68.83
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.0081,8.1
A100,Qwen3.5-27B,False,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(T1::Params),128.0,852.0,5120.0,bf16,k_proj,0.0080299999999999,8.0299999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03997,39.97
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.02301,23.009999999999998
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.02157,21.57
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03946,39.46
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.0392599999999999,39.2599999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.0392999999999999,39.2999999999999
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.01939,19.39
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.0241,24.1
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_tn,128.0,852.0,5120.0,bf16,k_proj,0.03923,39.230000000000004
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.0392599999999999,39.2599999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nn,128.0,852.0,5120.0,bf16,k_proj,0.03946,39.46
A100,Qwen3.5-27B,False,"void magma_sgemmEx_kernel<float, float, float, 0, 0, 6, 3, 5, 3, 3>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)",128.0,852.0,5120.0,bf16,k_proj,0.0198999999999999,19.8999999999999
A100,Qwen3.5-27B,False,ampere_sgemm_128x128_nt,128.0,852.0,5120.0,bf16,k_proj,0.02413,24.13
